inds,V1,V2,V3
66,0.644656669,1.139679075,2.119105906
66,0.951569132,1.853349354,3.029827836
66,0.88971684,1.901598261,2.946908429
67,1.471101466,2.932529481,2.588334513
67,1.082087557,2.345279248,2.282841123
67,1.334444114,2.602411686,2.411615117
68,2.890368714,3.321355294,3.910013379
68,1.856740839,3.388563511,3.521044857
68,2.120483231,3.205435042,3.076235914
69,2.640527247,1.879659427,2.591038882
69,3.3282568,2.758987602,4.425504144
69,6.018801523,5.393846247,8.100897981
70,0.808775124,1.578829396,2.142251899
70,1.126997804,1.874334111,1.790293152
70,0.502654808,1.439203754,1.745519436
71,2.94384692,2.200206062,3.618610093
71,0.635425529,0.520687475,0.75139594
71,1.682741199,1.424499658,2.75975786
72,1.093077925,2.567532412,5.36738541
72,0.286556268,1.055851051,2.271743451
72,0.322161275,1.564066999,3.709897475
73,0.744724456,1.579036182,2.644996585
73,1.373605489,1.606607838,3.17971488
73,1.488401304,1.992187229,2.785065245
74,4.445809771,6.738791318,13.60734188
74,6.917768616,4.532046119,9.03549672
74,2.303944298,1.969487135,3.539411205
75,1.769523445,2.150364277,2.575351398
75,1.981392367,1.835668408,2.319926737
75,8.179882144,5.16083869,9.593964366
76,1.181224193,1.227516814,1.900662068
76,7.204891492,6.714429577,8.127645853
76,2.286620674,1.927693626,2.730502118
77,1.119491597,1.265484674,2.623289203
77,3.342394171,3.343177832,7.352760167
77,1.515579479,3.02793632,6.177674979
78,1.622887005,1.681824251,2.183736231
78,0.967838661,1.199185551,1.850039509
78,2.620699605,4.62052877,4.940501076
79,1.514230561,4.391965995,1.960598436
79,1.89686071,4.816919388,2.737039744
79,1.992105645,7.641734792,3.854509074
80,1.797978919,2.351023008,4.814523443
80,2.582128567,3.673630396,7.021457939
80,2.250218708,1.95739684,3.261822155
81,2.037758699,2.301465612,2.92102436
81,2.436024953,2.305458997,3.569082341
81,2.774031984,1.987847734,4.296988868
82,1.072015535,1.216650784,1.845472104
82,0.986790916,1.172064714,1.961305825
82,1.441932571,1.1676082,2.331849384
83,1.844414268,4.294720518,4.748082832
83,4.910902498,8.668375284,8.619221814
83,2.303991102,2.922460061,3.050840958
84,3.849603467,3.980665504,2.232138759
84,5.469228472,4.101266897,3.5234661
84,1.984001562,2.359478499,1.501849756
85,1.300121569,2.254002328,2.16917175
85,2.581445803,3.784984929,3.374015807
85,0.638968489,1.155402651,0.717095123
86,0.82449512,1.028360244,1.570442548
86,3.098369625,4.196917718,8.024024557
86,1.145265396,1.746910285,3.620633399
87,3.238766685,2.665721785,5.529749254
87,3.236130848,3.148334081,4.251041568
87,2.928767273,1.885606083,4.023448323
88,2.022612313,1.958793743,2.34412367
88,2.192764882,2.152691953,2.637358261
88,0.726516862,1.116450677,1.143789736
89,1.869141623,2.321091269,2.466935646
89,8.602612688,5.853853138,9.032368909
89,1.5255159,1.589218734,1.988700422
90,3.166943387,4.887225761,6.032823403
90,1.845982151,1.946099546,1.711979192
90,3.605275027,3.325156587,2.92056708
91,2.695603799,3.261271396,3.683834841
91,1.61444836,1.817262824,1.831714296
91,1.00928531,1.355847636,1.401585247
92,2.763726427,1.949300191,2.348313885
92,3.283850783,1.88202881,2.590041213
92,3.203502128,2.339189874,2.869985381
93,1.68090778,1.979106792,4.033406359
93,4.434117032,3.42620316,6.314808722
93,1.251624095,1.907126903,3.355910107
94,2.257700717,2.573828641,1.255227398
94,2.341247648,2.841592752,1.120230225
94,2.974373336,3.50102687,2.119052915
95,2.077865733,2.966761252,4.074428976
95,1.419085864,1.804519401,3.315129306
95,1.468657583,2.043401101,3.92578599
96,1.275197051,1.622746121,2.13068135
96,2.962468023,3.445950416,5.385510713
96,3.013197711,3.679386701,4.756638152
97,1.575427386,6.129229014,6.619410181
97,3.589312786,5.848573447,6.009192477
97,1.368036832,2.369660191,2.442798978
98,2.862073472,3.011344022,3.935561294
98,1.65509954,2.133988112,2.532474072
98,3.962411208,5.259800862,6.873373592
99,4.745727656,5.815765959,5.216375272
99,6.69978819,9.072059056,7.840204548
99,2.466558377,3.397035505,3.011877047
100,2.000171134,2.348127161,3.705898188
100,0.779547725,1.362758494,2.23081665
100,1.424439765,2.296276502,3.246839678
101,1.871851155,2.323108555,3.060180598
101,2.663300111,3.556162317,3.124452046
101,3.345114,3.845255397,4.695456888
102,1.451691593,1.940077745,1.836208213
102,2.408914654,2.06007849,2.348232889
102,2.44931324,2.637998688,3.544934328
103,1.730385913,1.549424871,0.690892539
103,0.819354918,0.748086655,0.443578007
103,1.620335841,1.64543626,1.202101017
104,2.87855558,3.391876084,3.961694614
104,1.938905778,2.457802669,2.774428466
104,1.371582119,2.497461845,2.502257146
105,1.132014365,0.996301891,2.415550714
105,4.449543079,4.123504116,7.188666181
105,3.826843903,3.837655461,6.81059788
106,1.179721083,2.245743362,2.023137978
106,1.548674403,2.219178508,2.654700479
106,2.088218334,2.920354804,3.108851787
107,1.455611285,2.210787793,1.828800054
107,6.024040195,6.197909128,5.388437293
107,4.026582264,4.775830071,4.377466167
108,1.089364338,1.603460129,2.446048056
108,2.588613057,2.408876127,3.051556168
108,1.127794601,1.039305844,2.012648202
109,3.006578579,1.697396948,4.277509668
109,2.577639841,2.666416789,3.953689268
109,2.077235808,1.305716803,2.790077807
110,4.717596342,5.655187157,4.875526202
110,1.647604599,2.079712874,1.46500649
110,1.195062569,1.098950113,1.370837136
111,1.96100153,1.731066963,1.981428512
111,2.926687005,3.1059111,3.815339923
111,4.934055171,4.302469664,4.480743027
112,2.154338649,3.248455672,2.858493326
112,2.411922819,4.362483104,4.03581327
112,2.327243788,3.315834796,3.294030685
113,2.254167525,2.767557551,2.562074062
113,2.052998619,3.483335116,2.771293733
113,1.371803606,2.919784298,1.491563703
114,1.839354317,2.937488507,4.001215564
114,0.844174647,2.598963719,3.390387127
114,4.218477214,7.258935503,10.74729991
115,2.772237373,2.999066177,5.337689808
115,1.116510048,1.256737515,1.99819634
115,2.633197844,2.811734242,4.804784025
116,0.8996866,1.089637784,1.8974745
116,0.833533996,0.836859469,1.632526762
116,1.348480509,1.697734631,2.880997156
117,1.647294299,1.497020992,1.276838725
117,6.692854408,5.979595389,5.165901466
117,1.730129811,1.689930119,1.575945124
118,2.427284026,3.272478789,2.059255339
118,2.559427638,2.288782129,1.463900401
118,1.329652701,1.771631546,0.699190175
119,2.119019907,0.928844335,2.264922366
119,1.436883666,0.690333968,1.914952298
119,7.464649173,4.251400373,7.891598825
120,3.613678046,3.832821528,3.292910152
120,2.21480076,2.774298648,2.385343834
120,1.235896685,2.162078032,1.515417619
121,0.588080623,2.541030507,2.830566839
121,1.012917904,2.777459889,4.011941098
121,0.657744165,1.578891469,2.174021289
122,1.816878061,2.303728168,2.363020334
122,2.185336881,3.021362965,2.688662935
122,1.281773405,1.415679136,1.602853165
123,5.512484541,7.445502742,3.862590695
123,8.733954401,10.19014073,6.778957742
123,5.389828291,6.394040715,5.245458828
124,2.026427729,1.030472372,3.031910225
124,0.84682197,0.728031557,1.641559147
124,0.959073055,0.960420435,1.82862544
125,0.85283111,1.356462974,1.918443338
125,0.653779532,0.997201582,1.83280548
125,0.84623309,1.712675593,1.907136903
126,2.203926899,2.404894922,2.078063696
126,1.005588658,1.168770069,1.049248125
126,3.329442439,3.293193895,3.489689654
127,1.220842189,1.242193801,2.031296607
127,2.207921654,1.793848941,2.683852317
127,2.290867299,2.29327483,3.278208812
128,1.819644826,1.118914978,1.870792979
128,1.253563638,0.911720176,1.476591613
128,1.881977961,1.400653423,1.424684355
129,1.965735929,2.038471684,3.2321162
129,1.576083595,2.310066714,2.312360885
129,1.555712831,2.011840955,1.656091742
130,4.047114475,3.937908343,3.951456298
130,0.790586049,1.018241188,0.99984431
130,2.267965729,2.078101921,1.578670568
131,1.013007466,1.258375071,1.804431349
131,0.836890185,1.38274929,1.914997965
131,0.74529037,0.840599579,1.471987627
132,0.414019451,0.823620921,1.525368359
132,0.7012403,0.878629532,2.61391015
132,0.730911689,1.272524339,2.364982982
133,5.848100669,4.8090489,5.73560027
133,2.708143313,2.303734593,2.601206077
133,7.982833363,6.601397605,8.714943937
134,1.260671897,0.890806033,1.799214091
134,1.340619048,1.145868623,1.638480678
134,2.332116217,1.183071796,2.785151194
135,2.119172093,2.013560994,2.610393495
135,2.77030814,4.344686028,4.334171248
135,1.468802436,1.832679023,1.928250336
136,1.419913357,1.684239976,2.151799773
136,0.995465171,1.029720654,1.425279346
136,1.429595851,1.552360029,3.197876832
137,1.829133468,1.459160022,1.734775047
137,1.332598832,0.984480183,1.306725245
137,2.821297608,2.787022714,3.233090151
138,3.765898708,5.065915121,4.517845305
138,2.449563391,2.769437681,3.385492606
138,2.065090601,3.416795338,4.060818932
139,1.41120467,1.772082165,2.538854872
139,2.23702881,2.620481544,3.796171583
139,1.228350648,1.816467916,2.342259323
140,3.379542184,2.341145503,5.112628667
140,4.178095944,3.088936743,4.410091092
140,3.090844239,3.139950425,3.799491253
141,0.545480283,1.226471349,2.086802083
141,0.591061799,1.067797872,1.660639604
141,1.719441523,1.859542386,4.135677485
142,3.387519653,2.996585386,5.134742712
142,2.674394637,2.525436423,3.150415799
142,2.608776124,1.890579653,3.22683051
143,5.757072577,6.045827159,5.522854292
143,3.631214779,4.551062799,3.199467673
143,2.052796998,3.748835704,1.781703012
144,1.850986965,0.881243209,1.754862314
144,3.26232124,2.325351205,3.418582101
144,2.667946863,1.666323968,2.765336701
145,2.396576077,3.148727162,2.512521563
145,1.745163761,1.771852722,1.481415505
145,4.006301742,4.19277805,4.501477976
146,1.39962239,2.159846076,2.139406001
146,1.413831853,1.760408274,2.150517218
146,1.74629504,2.365259452,3.027396141
147,2.388976999,2.47065414,3.885770045
147,3.887219809,3.808894866,5.679041527
147,4.029397502,4.164548739,6.548327292
148,1.78512377,3.887724868,3.553993382
148,5.181398983,7.513878076,6.588545557
148,3.713276639,7.584631542,9.907081631
149,3.0922583,2.864434304,6.47084324
149,1.066093829,1.645919665,2.451276682
149,1.213708055,1.767275005,2.714652574
150,1.502820481,1.889844691,2.200988899
150,1.433697855,2.718998621,3.059197923
150,2.474135204,5.064903374,5.603466832
151,3.459007614,6.044235451,7.879487239
151,1.564522511,4.889569948,5.122697659
151,2.224577663,3.978118022,5.593309027
152,2.715894982,3.211321747,2.861357582
152,3.527428881,2.167208552,2.227679302
152,2.381298388,2.360385674,2.874151815
153,1.436200635,2.15634056,1.469416349
153,3.212212671,3.902666132,2.363605273
153,2.448627157,3.293861365,2.431892256
154,2.07194306,3.469846699,2.438725923
154,2.950944619,5.017393977,4.122118765
154,3.673940595,3.719280687,4.291364168
155,1.717002463,3.165192258,3.521455564
155,1.748884839,3.464187222,4.507140138
155,0.842950736,1.969006907,2.667482731
156,4.399543429,5.267328652,6.075086304
156,2.887541756,3.766393755,3.438344629
156,2.497780411,1.74069973,2.350392788
157,3.33821157,2.457747665,3.119822736
157,1.89876563,1.77966479,2.682845146
157,2.245052672,1.424538242,1.82452689
158,1.1311566,0.861384807,2.313274123
158,1.618526974,1.868015205,3.92900338
158,1.096885818,1.117553733,2.359414518
159,0.69779736,1.631987285,2.418672865
159,0.82465778,1.903002653,2.96621658
159,1.568826519,1.88840779,2.84077989
160,0.895396272,1.234058797,2.068998481
160,0.686035002,0.996922082,2.016826899
160,1.025186068,1.822246118,2.78270397
161,4.055153732,4.899468641,10.1229638
161,3.682914477,6.966347725,12.67099245
161,2.48548307,4.94649557,10.09179053
162,2.89549669,3.2015386,6.439309168
162,0.950475855,1.33940803,2.052952095
162,1.280461086,2.637876571,4.764074612
163,2.107800567,3.661099034,4.477743014
163,4.532866013,8.215615197,6.030046043
163,3.721187707,8.492418597,10.0279586
164,1.025357215,1.128732324,1.694694756
164,2.414147731,2.617573506,2.935159955
164,2.270206213,2.00823795,2.57413993
165,4.157898961,4.645445989,3.615518776
165,1.616317343,1.917974806,1.345099734
165,3.949999494,4.833694414,4.048659453
166,0.2763699,0.528855385,1.125340185
166,0.617368433,1.832239852,2.669365891
166,0.727848943,1.26395897,2.679479943
167,1.271388664,1.462338721,2.688043059
167,1.619668194,1.592688575,3.99356689
167,1.448769435,2.039900025,3.099793205
168,4.626882165,4.081492392,2.788094482
168,1.949987146,1.23304662,1.164156345
168,2.780441487,1.760905063,1.469566556
169,3.045087439,2.966427574,3.824475613
169,3.403174422,3.105832639,3.121376135
169,6.490124483,5.894039802,6.03806384
170,0.914576984,1.201297581,1.410673432
170,1.60567649,1.736097132,1.823790654
170,1.189802122,1.239345818,1.224179088
171,1.378819089,1.930394508,1.904347238
171,4.900290581,5.188280277,6.074391018
171,3.168300724,3.378055409,3.103322507
172,5.544657558,3.199081714,2.980575758
172,4.020964714,2.522116732,3.510672622
172,4.815277995,4.450554219,4.548537881
173,1.543967583,1.65192989,0.911180239
173,4.497871505,4.347797617,3.432550149
173,4.962379421,4.619254154,4.803935349
174,0.827422771,1.248487991,0.765930956
174,1.762311108,2.277364753,1.536468847
174,1.398261671,1.920020896,1.845999723
175,5.426346723,5.259917329,6.56717095
175,2.408897757,2.466235305,3.681375942
175,1.805684518,2.999429008,3.646891962
176,0.727595202,0.49860172,0.748921054
176,2.31920228,2.143834834,1.999637067
176,1.35817374,1.404052119,2.066114419
177,0.853020139,3.842581199,3.430666604
177,2.254149583,5.372700372,5.714939911
177,0.829512716,3.41448425,3.464514442
178,2.119013688,1.748874044,3.542191219
178,1.295432126,0.777618968,1.882535275
178,2.173650965,1.940921708,4.334284373
179,2.504238102,3.695785795,3.242858851
179,2.094613236,2.681856965,2.546843132
179,2.893095864,3.492719216,3.147631648
180,3.206743444,2.070519672,2.337826982
180,1.918710649,1.481712851,1.487366719
180,6.26802347,5.31414746,4.489689927
181,2.005995213,2.526535149,3.070478115
181,0.656584267,0.8987284,1.151775217
181,2.53059088,3.776906947,5.311079918
182,0.365327205,0.779742713,0.956267829
182,0.494197986,0.91496128,1.095143653
182,1.13734773,2.234670273,2.832562306
183,1.484261834,2.931929295,2.564080395
183,3.215976483,5.747551118,6.276341263
183,2.580783751,6.261145847,5.305370895
184,2.852386296,2.919368545,7.883367574
184,1.400441836,1.643896315,3.53364316
184,1.688578081,1.75891964,4.204220261
185,1.835288514,3.20656142,3.537200987
185,3.727865681,6.68439233,8.684328891
185,2.317020499,4.54758273,5.157161698
186,2.035355444,2.350618278,4.078383966
186,2.226401952,1.974256767,3.791024228
186,3.723342001,4.425321987,7.826899822
187,2.621827741,2.068501333,3.532287866
187,1.524284304,1.450121113,1.804647926
187,2.420991461,1.956545149,2.193456571
188,2.674345461,4.001773976,6.005588841
188,3.751823379,5.036914277,7.37559133
188,4.508171031,4.749654205,9.440430537
189,3.014326391,3.070537148,2.497226628
189,1.117713333,1.260790796,1.369996413
189,4.335740193,5.107232403,4.102076931
190,1.574496115,2.110381659,1.699952776
190,2.202137485,2.961012314,2.252961432
190,1.695588934,2.670229127,2.390330117
191,2.120065084,2.922531278,4.665263302
191,5.036746013,5.101444268,9.573413028
191,4.476004624,4.616239132,7.885506908
192,1.136746797,0.861742412,1.282314173
192,2.633131392,1.469779852,2.684513393
192,1.552050739,1.169845456,1.214827078
193,2.034107541,2.658788362,2.744424716
193,3.322002713,4.289794213,5.088731406
193,1.229317428,2.456969797,2.577692866
194,1.586740465,2.080901881,2.45618249
194,0.810362162,1.567606462,1.925665928
194,0.406892752,0.676775079,0.773146331
195,5.656897512,2.971901872,4.762660235
195,1.273207896,0.727366969,0.72258932
195,4.348026551,1.967995126,2.731373401
196,5.61742477,4.476287719,6.917285144
196,1.453123629,0.862191804,1.433168469
196,3.201173856,3.333671854,4.851138015
197,0.687614529,0.624634218,0.609683883
197,0.776021026,0.594587603,0.740724505
197,1.393429037,1.492922835,1.508865534
198,2.655481285,3.053481946,1.974681234
198,2.75208671,3.767030966,2.479354844
198,3.545522648,2.197670259,2.247736914
199,1.462341259,2.429174229,2.428517531
199,1.466655187,2.261323415,1.827212216
199,1.15602009,1.905151004,1.8738825
200,2.63807481,2.936042114,2.096488288
200,1.394160994,1.378845077,0.985321925
200,5.309169202,5.514320735,3.560641509
201,3.65560905,4.774642062,3.248521249
201,2.920541045,3.126520118,2.452668375
201,3.897119251,4.285971041,2.688339387
202,2.940153164,3.215217721,2.707169194
202,1.143752954,1.303140354,1.262829349
202,0.997425093,0.96489379,1.281980454
203,1.28173367,1.717654518,2.584848316
203,0.986793672,1.758570955,2.737793602
203,0.921969719,1.361769276,2.075179442
204,3.981820049,4.808350239,5.540407995
204,2.556756725,2.257288783,2.627620416
204,3.434701291,3.201092263,3.502667492
205,2.126015798,4.152221387,6.21047031
205,3.284842144,3.619289093,6.264328731
205,2.108821637,2.318394967,3.05952648
206,0.993513789,1.800093654,0.976309239
206,0.70765236,0.901327915,0.62069623
206,2.201167759,2.065959663,1.549234366
207,2.619052055,2.810407987,4.541876677
207,2.020051703,2.212353651,3.528461505
207,2.520779533,2.323628636,4.149894478
208,1.212318808,1.698887453,2.48865238
208,1.411813929,2.280553089,2.713962993
208,1.887421446,3.245902831,3.931844315
209,7.44005569,8.189183937,6.696991024
209,2.333349501,2.819939667,2.413958154
209,5.278318202,5.453418001,6.742675167
210,0.478837126,0.814474822,0.549988027
210,2.1421439,3.581788884,3.019430672
210,2.979542531,5.820792105,4.368083723
211,3.084844188,2.814269393,3.218214123
211,5.551615111,3.301508999,8.542745472
211,1.678817536,1.328546174,2.3496657
212,0.557131116,0.91428942,1.295411145
212,2.422035621,4.299678553,5.323666471
212,3.497084464,3.809192084,6.743147792
213,2.719490861,2.627375597,7.050844157
213,1.516343286,3.802083424,8.007602237
213,1.28388793,1.627669079,3.692354356
214,0.717278195,3.002424422,4.710498573
214,0.684567596,2.241920823,3.203873487
214,1.760952727,3.298452961,5.334962931
215,2.087159393,2.002152525,2.477164164
215,2.625407589,2.627563212,2.661556355
215,0.873275523,1.253941833,1.594746823
216,2.365351552,1.826730195,1.621978775
216,2.789725539,4.268587713,4.181059402
216,0.936123098,0.487131343,0.728273564
217,0.256426336,2.501266456,5.510362323
217,0.815124391,3.916394525,7.861374725
217,2.247956645,4.092498579,10.85675433
218,1.029649749,2.037298997,2.665887921
218,5.787532007,8.019338945,11.66832745
218,1.366320373,1.994298545,2.452904489
219,4.704330672,4.091463914,5.578155298
219,1.350870688,1.125970684,1.704241257
219,1.615434174,1.624125487,1.733970921
220,3.927840699,7.342096919,4.688269994
220,1.342591633,2.067609529,0.884518216
220,2.022930555,3.096561747,2.229779683
221,0.692864826,1.173328945,1.50746247
221,0.578196744,0.840028156,1.48166619
221,1.202437409,3.085795804,3.750536615
222,2.113072631,1.139451782,5.949817323
222,1.27374299,1.948950366,3.350525707
222,0.650386239,0.846882507,1.634147666
223,0.417320058,0.661918591,1.758557129
223,0.702016173,0.458480652,1.207694102
223,0.775604529,0.980457997,2.339028368
224,2.959781533,3.146182882,5.997088389
224,1.347309165,1.232709517,1.782282586
224,0.679554464,1.196684281,1.485624335
225,6.696839924,6.84893485,10.30222996
225,4.500077358,4.682254646,6.914056563
225,4.217468228,4.505588373,8.017190071
226,0.733964906,0.775683023,1.35236431
226,1.148211657,0.845498346,1.92834629
226,0.816006327,0.886466839,1.852733409
227,4.621776177,5.309683824,7.525084982
227,3.00788569,3.058394194,4.534378375
227,2.167173818,2.592355011,3.010195456
228,1.796502873,2.134349352,1.85102312
228,4.82165652,7.690587076,5.333667827
228,1.16402648,1.701777822,1.374517438
229,2.896241267,2.152790715,1.744043004
229,7.637741025,5.30229342,3.444089232
229,1.478246923,0.819985407,0.849891171
230,1.480038979,1.187594569,2.455047125
230,0.869025393,0.480355668,1.347657771
230,0.973713968,0.812146241,1.914810011
231,0.716791926,0.85624651,1.307383362
231,1.617725989,1.117173888,1.760428859
231,1.711592265,1.176849992,1.935490312
232,2.417380303,3.16326917,3.754553358
232,1.298092999,2.210913831,2.60861992
232,1.486676091,2.459946892,2.513240272
233,1.641912761,1.469905994,2.012997938
233,1.178269833,3.277147675,3.454706596
